mode,ox/red,error,control changes,Ns changes,counter inc.,Ns,I Range,time/s,control/V/mA,Ecell/V,I/mA,dq/mA.h,(Q-Qo)/mA.h,|Energy|/W.h,freq/Hz,|Z|/Ohm,Phase(Z)/deg,Q charge/discharge/mA.h,half cycle,Energy charge/W.h,Energy discharge/W.h,Capacitance charge/µF,Capacitance discharge/µF,step time/s,z cycle,Re(Z)/Ohm,#NAME?,Re(Y)/Ohm-1,Im(Y)/Ohm-1,|Y|/Ohm-1,Phase(Y)/deg,x,Q discharge/mA.h,Q charge/mA.h,Capacity/mA.h,Efficiency/%,control/V,control/mA,cycle number,P/W,R/Ohm
1,1,0,0,0,0,1,112,5.50E+02,8.00E+03,3.87E+00,8.00E+03,6.67E+01,1.20E+03,4.48E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+03,0,4.48E+00,0.00E+00,7.72E+09,0.00E+00,5.50E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E-01,0.00E+00,1.20E+03,1.20E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.09E+01,4.84E-01
1,1,0,0,0,0,1,112,5.80E+02,8.00E+03,3.88E+00,8.00E+03,6.67E+01,1.27E+03,4.74E+00,0.00E+00,0.00E+00,0.00E+00,1.27E+03,0,4.74E+00,0.00E+00,7.94E+09,0.00E+00,5.80E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.83E-01,0.00E+00,1.27E+03,1.27E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.11E+01,4.85E-01
1,1,0,0,0,0,1,112,6.10E+02,8.00E+03,3.90E+00,8.00E+03,6.67E+01,1.33E+03,5.00E+00,0.00E+00,0.00E+00,0.00E+00,1.33E+03,0,5.00E+00,0.00E+00,8.14E+09,0.00E+00,6.10E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.67E-01,0.00E+00,1.33E+03,1.33E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.12E+01,4.87E-01
1,1,0,0,0,0,1,112,6.40E+02,8.00E+03,3.91E+00,8.00E+03,6.67E+01,1.40E+03,5.26E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+03,0,5.26E+00,0.00E+00,8.32E+09,0.00E+00,6.40E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.50E-01,0.00E+00,1.40E+03,1.40E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.13E+01,4.89E-01
1,1,0,0,0,0,1,112,6.70E+02,8.00E+03,3.93E+00,8.00E+03,6.67E+01,1.47E+03,5.52E+00,0.00E+00,0.00E+00,0.00E+00,1.47E+03,0,5.52E+00,0.00E+00,8.48E+09,0.00E+00,6.70E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.33E-01,0.00E+00,1.47E+03,1.47E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.14E+01,4.91E-01
1,1,0,0,0,0,1,112,7.00E+02,8.00E+03,3.95E+00,8.00E+03,6.67E+01,1.53E+03,5.78E+00,0.00E+00,0.00E+00,0.00E+00,1.53E+03,0,5.78E+00,0.00E+00,8.63E+09,0.00E+00,7.00E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.17E-01,0.00E+00,1.53E+03,1.53E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.16E+01,4.93E-01
1,1,0,0,0,0,1,112,7.30E+02,8.00E+03,3.97E+00,8.00E+03,6.67E+01,1.60E+03,6.05E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+03,0,6.05E+00,0.00E+00,8.77E+09,0.00E+00,7.30E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E-01,0.00E+00,1.60E+03,1.60E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.17E+01,4.96E-01
1,1,0,0,0,0,1,112,7.60E+02,8.00E+03,3.98E+00,8.00E+03,6.67E+01,1.67E+03,6.31E+00,0.00E+00,0.00E+00,0.00E+00,1.67E+03,0,6.31E+00,0.00E+00,8.91E+09,0.00E+00,7.60E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.83E-01,0.00E+00,1.67E+03,1.67E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.19E+01,4.98E-01
1,1,0,0,0,0,1,112,7.90E+02,8.00E+03,4.00E+00,8.00E+03,6.67E+01,1.73E+03,6.58E+00,0.00E+00,0.00E+00,0.00E+00,1.73E+03,0,6.58E+00,0.00E+00,9.05E+09,0.00E+00,7.90E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.67E-01,0.00E+00,1.73E+03,1.73E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.20E+01,5.00E-01
1,1,0,0,0,0,1,112,8.20E+02,8.00E+03,4.01E+00,8.00E+03,6.67E+01,1.80E+03,6.84E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+03,0,6.84E+00,0.00E+00,9.18E+09,0.00E+00,8.20E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.50E-01,0.00E+00,1.80E+03,1.80E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.21E+01,5.02E-01
1,1,0,0,0,0,1,112,8.50E+02,8.00E+03,4.03E+00,8.00E+03,6.67E+01,1.87E+03,7.11E+00,0.00E+00,0.00E+00,0.00E+00,1.87E+03,0,7.11E+00,0.00E+00,9.31E+09,0.00E+00,8.50E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.33E-01,0.00E+00,1.87E+03,1.87E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.22E+01,5.04E-01
1,1,0,0,0,0,1,112,8.80E+02,8.00E+03,4.05E+00,8.00E+03,6.67E+01,1.93E+03,7.38E+00,0.00E+00,0.00E+00,0.00E+00,1.93E+03,0,7.38E+00,0.00E+00,9.45E+09,0.00E+00,8.80E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.17E-01,0.00E+00,1.93E+03,1.93E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.24E+01,5.06E-01
1,1,0,0,0,0,1,112,9.10E+02,8.00E+03,4.06E+00,8.00E+03,6.67E+01,2.00E+03,7.65E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+03,0,7.65E+00,0.00E+00,9.58E+09,0.00E+00,9.10E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E-01,0.00E+00,2.00E+03,2.00E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.25E+01,5.07E-01
1,1,0,0,0,0,1,112,9.40E+02,8.00E+03,4.07E+00,8.00E+03,6.67E+01,2.07E+03,7.92E+00,0.00E+00,0.00E+00,0.00E+00,2.07E+03,0,7.92E+00,0.00E+00,9.72E+09,0.00E+00,9.40E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.83E-01,0.00E+00,2.07E+03,2.07E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.26E+01,5.09E-01
1,1,0,0,0,0,1,112,9.70E+02,8.00E+03,4.09E+00,8.00E+03,6.67E+01,2.13E+03,8.20E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+03,0,8.20E+00,0.00E+00,9.86E+09,0.00E+00,9.70E+02,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.67E-01,0.00E+00,2.13E+03,2.13E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.27E+01,5.11E-01
1,1,0,0,0,0,1,112,1.00E+03,8.00E+03,4.10E+00,8.00E+03,6.67E+01,2.20E+03,8.47E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+03,0,8.47E+00,0.00E+00,9.99E+09,0.00E+00,1.00E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.50E-01,0.00E+00,2.20E+03,2.20E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.28E+01,5.13E-01
1,1,0,0,0,0,1,112,1.03E+03,8.00E+03,4.12E+00,8.00E+03,6.67E+01,2.27E+03,8.74E+00,0.00E+00,0.00E+00,0.00E+00,2.27E+03,0,8.74E+00,0.00E+00,1.01E+10,0.00E+00,1.03E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.33E-01,0.00E+00,2.27E+03,2.27E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.29E+01,5.14E-01
1,1,0,0,0,0,1,112,1.06E+03,8.00E+03,4.13E+00,8.00E+03,6.67E+01,2.33E+03,9.02E+00,0.00E+00,0.00E+00,0.00E+00,2.33E+03,0,9.02E+00,0.00E+00,1.02E+10,0.00E+00,1.06E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.17E-01,0.00E+00,2.33E+03,2.33E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.30E+01,5.16E-01
1,1,0,0,0,0,1,112,1.09E+03,8.00E+03,4.15E+00,8.00E+03,6.67E+01,2.40E+03,9.29E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+03,0,9.29E+00,0.00E+00,1.03E+10,0.00E+00,1.09E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E-01,0.00E+00,2.40E+03,2.40E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.32E+01,5.18E-01
1,1,0,0,0,0,1,112,1.12E+03,8.00E+03,4.16E+00,8.00E+03,6.67E+01,2.47E+03,9.57E+00,0.00E+00,0.00E+00,0.00E+00,2.47E+03,0,9.57E+00,0.00E+00,1.04E+10,0.00E+00,1.12E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.83E-01,0.00E+00,2.47E+03,2.47E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.33E+01,5.21E-01
1,1,0,0,0,0,1,112,1.15E+03,8.00E+03,4.18E+00,8.00E+03,6.67E+01,2.53E+03,9.85E+00,0.00E+00,0.00E+00,0.00E+00,2.53E+03,0,9.85E+00,0.00E+00,1.04E+10,0.00E+00,1.15E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.67E-01,0.00E+00,2.53E+03,2.53E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.35E+01,5.23E-01
1,1,0,0,0,0,1,112,1.17E+03,8.00E+03,4.20E+00,8.00E+03,5.17E+01,2.58E+03,1.01E+01,0.00E+00,0.00E+00,0.00E+00,2.58E+03,0,1.01E+01,0.00E+00,1.04E+10,0.00E+00,1.17E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.54E-01,0.00E+00,2.58E+03,2.58E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.36E+01,5.25E-01
1,1,0,0,0,0,1,112,1.17E+03,8.00E+03,4.20E+00,8.00E+03,4.44E-03,2.58E+03,1.01E+01,0.00E+00,0.00E+00,0.00E+00,2.58E+03,0,1.01E+01,0.00E+00,1.04E+10,0.00E+00,1.17E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.54E-01,0.00E+00,2.58E+03,2.58E+03,0.00E+00,0.00E+00,8.00E+03,0.00E+00,3.36E+01,5.25E-01
2,1,0,1,1,0,2,112,1.17E+03,4.20E+00,4.20E+00,8.02E+03,4.89E-02,2.58E+03,1.01E+01,0.00E+00,0.00E+00,0.00E+00,2.58E+03,0,1.01E+01,0.00E+00,1.04E+10,0.00E+00,1.17E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.54E-01,0.00E+00,2.58E+03,2.58E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,3.37E+01,5.24E-01
2,1,0,1,0,0,2,112,1.20E+03,4.20E+00,4.20E+00,7.08E+03,6.26E+01,2.65E+03,1.03E+01,0.00E+00,0.00E+00,0.00E+00,2.65E+03,0,1.03E+01,0.00E+00,1.07E+10,0.00E+00,1.20E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.38E-01,0.00E+00,2.65E+03,2.65E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,2.97E+01,5.93E-01
2,1,0,1,0,0,2,112,1.23E+03,4.20E+00,4.20E+00,6.37E+03,5.60E+01,2.70E+03,1.06E+01,0.00E+00,0.00E+00,0.00E+00,2.70E+03,0,1.06E+01,0.00E+00,1.09E+10,0.00E+00,1.23E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.24E-01,0.00E+00,2.70E+03,2.70E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,2.68E+01,6.59E-01
2,1,0,1,0,0,2,112,1.26E+03,4.20E+00,4.20E+00,5.77E+03,5.05E+01,2.75E+03,1.08E+01,0.00E+00,0.00E+00,0.00E+00,2.75E+03,0,1.08E+01,0.00E+00,1.11E+10,0.00E+00,1.26E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.11E-01,0.00E+00,2.75E+03,2.75E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,2.42E+01,7.28E-01
2,1,0,1,0,0,2,112,1.29E+03,4.20E+00,4.20E+00,5.28E+03,4.60E+01,2.80E+03,1.10E+01,0.00E+00,0.00E+00,0.00E+00,2.80E+03,0,1.10E+01,0.00E+00,1.13E+10,0.00E+00,1.29E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E-01,0.00E+00,2.80E+03,2.80E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,2.22E+01,7.95E-01
2,1,0,1,0,0,2,112,1.32E+03,4.20E+00,4.20E+00,4.89E+03,4.23E+01,2.84E+03,1.11E+01,0.00E+00,0.00E+00,0.00E+00,2.84E+03,0,1.11E+01,0.00E+00,1.15E+10,0.00E+00,1.32E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.89E-01,0.00E+00,2.84E+03,2.84E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,2.05E+01,8.59E-01
2,1,0,1,0,0,2,112,1.35E+03,4.20E+00,4.20E+00,4.58E+03,3.94E+01,2.88E+03,1.13E+01,0.00E+00,0.00E+00,0.00E+00,2.88E+03,0,1.13E+01,0.00E+00,1.16E+10,0.00E+00,1.35E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.80E-01,0.00E+00,2.88E+03,2.88E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,1.92E+01,9.17E-01
2,1,0,1,0,0,2,112,1.38E+03,4.20E+00,4.20E+00,4.33E+03,3.71E+01,2.92E+03,1.15E+01,0.00E+00,0.00E+00,0.00E+00,2.92E+03,0,1.15E+01,0.00E+00,1.18E+10,0.00E+00,1.38E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.70E-01,0.00E+00,2.92E+03,2.92E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,1.82E+01,9.69E-01
2,1,0,1,0,0,2,112,1.41E+03,4.20E+00,4.20E+00,4.13E+03,3.53E+01,2.95E+03,1.16E+01,0.00E+00,0.00E+00,0.00E+00,2.95E+03,0,1.16E+01,0.00E+00,1.19E+10,0.00E+00,1.41E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.61E-01,0.00E+00,2.95E+03,2.95E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,1.74E+01,1.02E+00
2,1,0,1,0,0,2,112,1.44E+03,4.20E+00,4.20E+00,3.96E+03,3.37E+01,2.99E+03,1.18E+01,0.00E+00,0.00E+00,0.00E+00,2.99E+03,0,1.18E+01,0.00E+00,1.21E+10,0.00E+00,1.44E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.53E-01,0.00E+00,2.99E+03,2.99E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,1.66E+01,1.06E+00
2,1,0,1,0,0,2,112,1.47E+03,4.20E+00,4.20E+00,3.81E+03,3.24E+01,3.02E+03,1.19E+01,0.00E+00,0.00E+00,0.00E+00,3.02E+03,0,1.19E+01,0.00E+00,1.22E+10,0.00E+00,1.47E+03,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.45E-01,0.00E+00,3.02E+03,3.02E+03,0.00E+00,4.20E+00,0.00E+00,0.00E+00,1.60E+01,1.10E+00
